player.id,player.age,player.height,player.weight,Faltas_Cometidas_p90,Tarjetas_Amarillas_p90,Goles_Recibidos_p90,Atajadas_p90
35901,-0.14800559364279797,0.3645803215354793,0.3188025667557432,3.259587794221417,0.11947170892702165,1.9167532989261258,1.5932886068897798
35647,2.6831456846929105,0.20241555151930107,0.20001561426353662,-0.30072006224499204,-1.0196793389254037,0.9176197411402639,1.102171769981977
95644,1.9753578651089834,0.33509581789617415,0.5266797336171047,-0.30072006224499204,-1.0196793389254037,0.7140623445724233,1.7448550064508141
95567,1.4445170004210381,0.39406482517478447,0.4672862573710014,-0.30072006224499204,0.5617303510344339,1.5551346644571258,1.5454747284703827
95567,1.4445170004210381,0.39406482517478447,0.4672862573710014,-0.30072006224499204,0.8705994311047147,1.1062179059548354,1.095245161255596
35771,0.7367291808371109,0.3645803215354793,0.2891058286326916,-0.30072006224499204,-0.27290254088881377,0.22815915740499051,0.39467815946512763
35771,0.7367291808371109,0.3645803215354793,0.2891058286326916,-0.30072006224499204,-1.0196793389254037,0.9346201390953801,1.2472527382145464
35994,1.0906230906290746,0.3645803215354793,0.4672862573710014,-0.30072006224499204,-1.0196793389254037,1.315583602362305,2.1939426925401997
35535,1.2675700455250563,0.34983806971582676,0.20001561426353662,-0.30072006224499204,-0.66133265266377,1.001564241706552,1.9224541400673198
35704,1.6214639553170198,0.43829158063374213,0.49698299549405306,0.9723597167339058,1.4243174546488908,1.1842168908909514,1.8825315233541298
35899,0.7367291808371109,0.37932257335513186,0.49698299549405306,-0.30072006224499204,0.02684177943037118,1.145125066716085,1.4625035865073126
64680,0.38283527104514736,0.3645803215354793,0.3484993048787948,-0.30072006224499204,1.2206510551843666,2.235150582661779,2.183562320233997
2568,0.9136761357330927,0.5562295951909627,0.40789278112489813,-0.30072006224499204,-1.0196793389254037,1.5929133265796063,1.4603963829019009
11626,2.1523048200049653,0.34983806971582676,0.4672862573710014,1.0996676946317954,2.564849291650228,1.8498082290124755,2.1150518630130617
35582,0.7367291808371109,0.34983806971582676,0.20001561426353662,3.900443208385371,1.6687171340063203,1.657137052187824,1.7953363959820299
35674,-0.14800559364279797,0.3645803215354793,0.4672862573710014,1.6998338761504188,1.540698254342905,1.2029835639582875,1.155905461919966
35507,1.0906230906290746,0.49726058791235245,0.7048601623554145,0.7673722946949307,0.005556604141779038,0.410489225868997,1.262348262686956
36031,0.5597822259411291,0.3645803215354793,0.3188025667557432,1.0121434598269963,0.6605684566569238,1.5577909766376123,1.8552830460503484
2867,0.38283527104514736,0.3645803215354793,0.5266797336171047,-0.30072006224499204,-0.22897449394548489,-0.31490911060566995,-0.42923845025069707
